season_name,competition_name,team_id,team_name,player_id,player_name,birth_date,player_height,player_weight,position_group,formation,match_position,total_minutes,minutes_per_90,np_xg_per_90,np_shots_per_90,goals_per_90,np_goals_per_90,xa_per_90,key_passes_per_90,op_key_passes_per_90,assists_per_90,through_balls_per_90,passes_into_box_per_90,op_passes_into_box_per_90,touches_inside_box_per_90,tackles_per_90,interceptions_per_90,dribbled_past_per_90,dribbles_faced_per_90,dribbles_per_90,fouls_per_90,dispossessions_per_90,long_balls_per_90,successful_long_balls_per_90,shots_blocked_per_90,clearances_per_90,aerials_per_90,successful_aerials_per_90,passes_per_90,successful_passes_per_90,op_passes_per_90,forward_passes_per_90,backward_passes_per_90,sideways_passes_per_90,op_f3_passes_per_90,op_f3_forward_passes_per_90,op_f3_backward_passes_per_90,op_f3_sideways_passes_per_90,np_shots_on_target_per_90,crosses_per_90,successful_crosses_per_90,penalties_won_per_90,passes_inside_box_per_90,op_xa_per_90,op_assists_per_90,pressured_long_balls_per_90,unpressured_long_balls_per_90,aggressive_actions_per_90,turnovers_per_90,crosses_into_box_per_90,sp_xa_per_90,op_shots_per_90,touches_per_90,pressure_regains_per_90,deep_progressions_per_90,fouls_won_per_90,pressures_per_90,pressured_action_fails_per_90,counterpressures_per_90,counterpressured_action_fails_per_90,obv_per_90,obv_pass_per_90,obv_shot_per_90,obv_defensive_action_per_90,obv_dribble_carry_per_90,obv_gk_per_90,deep_completions_per_90,ball_recoveries_per_90,np_psxg_per_90,fhalf_ball_recoveries_per_90,ball_receipts_in_space_10_per_90,ball_receipts_in_space_2_per_90,ball_receipts_in_space_5_per_90,fhalf_ball_receipts_in_space_10_per_90,fhalf_ball_receipts_in_space_2_per_90,fhalf_ball_receipts_in_space_5_per_90,f3_ball_receipts_in_space_10_per_90,f3_ball_receipts_in_space_2_per_90,f3_ball_receipts_in_space_5_per_90,lbp_per_90,lbp_completed_per_90,fhalf_lbp_completed_per_90,f3_lbp_completed_per_90,fhalf_lbp_per_90,f3_lbp_per_90,lbp_received_per_90,fhalf_lbp_received_per_90,f3_lbp_received_per_90,lbp_to_space_10_received_per_90,fhalf_lbp_to_space_10_received_per_90,f3_lbp_to_space_10_received_per_90,lbp_to_space_2_received_per_90,fhalf_lbp_to_space_2_received_per_90,f3_lbp_to_space_2_received_per_90,lbp_to_space_5_received_per_90,fhalf_lbp_to_space_5_received_per_90,f3_lbp_to_space_5_received_per_90,lbp_to_space_10_per_90,fhalf_lbp_to_space_10_per_90,f3_lbp_to_space_10_per_90,lbp_to_space_2_per_90,fhalf_lbp_to_space_2_per_90,f3_lbp_to_space_2_per_90,lbp_to_space_5_per_90,fhalf_lbp_to_space_5_per_90,f3_lbp_to_space_5_per_90,passes_360_per_90,fhalf_passes_360_per_90,f3_passes_360_per_90,ball_receipts_360_per_90,fhalf_ball_receipts_360_per_90,f3_ball_receipts_360_per_90,defensive_actions_per_90,ccaa_per_90,da_aggressive_distance_per_90,goals_conceded_per_90,gsaa_per_90,gk_positioning_error_per_90,positive_outcome_score_per_90,npot_psxg_faced_per_90,npot_shots_faced_per_90,true_tackles_per_90,true_turnovers_per_90,dribbles_attempted_per_90,minutes_percentile,np_xg_percentile,np_shots_percentile,goals_percentile,np_goals_percentile,xa_percentile,key_passes_percentile,op_key_passes_percentile,assists_percentile,through_balls_percentile,passes_into_box_percentile,op_passes_into_box_percentile,touches_inside_box_percentile,tackles_percentile,interceptions_percentile,dribbled_past_percentile,dribbles_faced_percentile,dribbles_percentile,fouls_percentile,dispossessions_percentile,long_balls_percentile,successful_long_balls_percentile,shots_blocked_percentile,clearances_percentile,aerials_percentile,successful_aerials_percentile,passes_percentile,successful_passes_percentile,op_passes_percentile,forward_passes_percentile,backward_passes_percentile,sideways_passes_percentile,op_f3_passes_percentile,op_f3_forward_passes_percentile,op_f3_backward_passes_percentile,op_f3_sideways_passes_percentile,np_shots_on_target_percentile,crosses_percentile,successful_crosses_percentile,penalties_won_percentile,passes_inside_box_percentile,op_xa_percentile,op_assists_percentile,pressured_long_balls_percentile,unpressured_long_balls_percentile,aggressive_actions_percentile,turnovers_percentile,crosses_into_box_percentile,sp_xa_percentile,op_shots_percentile,touches_percentile,pressure_regains_percentile,deep_progressions_percentile,fouls_won_percentile,pressures_percentile,pressured_action_fails_percentile,counterpressures_percentile,counterpressured_action_fails_percentile,obv_percentile,obv_pass_percentile,obv_shot_percentile,obv_defensive_action_percentile,obv_dribble_carry_percentile,obv_gk_percentile,deep_completions_percentile,ball_recoveries_percentile,np_psxg_percentile,fhalf_ball_recoveries_percentile,ball_receipts_in_space_10_percentile,ball_receipts_in_space_2_percentile,ball_receipts_in_space_5_percentile,fhalf_ball_receipts_in_space_10_percentile,fhalf_ball_receipts_in_space_2_percentile,fhalf_ball_receipts_in_space_5_percentile,f3_ball_receipts_in_space_10_percentile,f3_ball_receipts_in_space_2_percentile,f3_ball_receipts_in_space_5_percentile,lbp_percentile,lbp_completed_percentile,fhalf_lbp_completed_percentile,f3_lbp_completed_percentile,fhalf_lbp_percentile,f3_lbp_percentile,lbp_received_percentile,fhalf_lbp_received_percentile,f3_lbp_received_percentile,lbp_to_space_10_received_percentile,fhalf_lbp_to_space_10_received_percentile,f3_lbp_to_space_10_received_percentile,lbp_to_space_2_received_percentile,fhalf_lbp_to_space_2_received_percentile,f3_lbp_to_space_2_received_percentile,lbp_to_space_5_received_percentile,fhalf_lbp_to_space_5_received_percentile,f3_lbp_to_space_5_received_percentile,lbp_to_space_10_percentile,fhalf_lbp_to_space_10_percentile,f3_lbp_to_space_10_percentile,lbp_to_space_2_percentile,fhalf_lbp_to_space_2_percentile,f3_lbp_to_space_2_percentile,lbp_to_space_5_percentile,fhalf_lbp_to_space_5_percentile,f3_lbp_to_space_5_percentile,passes_360_percentile,fhalf_passes_360_percentile,f3_passes_360_percentile,ball_receipts_360_percentile,fhalf_ball_receipts_360_percentile,f3_ball_receipts_360_percentile,defensive_actions_percentile,ccaa_percentile,da_aggressive_distance_percentile,goals_conceded_percentile,gsaa_percentile,gk_positioning_error_percentile,positive_outcome_score_percentile,npot_psxg_faced_percentile,npot_shots_faced_percentile,true_tackles_percentile,true_turnovers_percentile,dribbles_attempted_percentile
2025/2026,League Two,76,Bristol Rovers,3039,Ellis Harrison,1994-01-29,2340.0,1027.0,Centre Forward,433,Center Forward,698.18,90.19593788134867,0.3225166671488728,2.7070382995789055,0.3867197570827008,0.3867197570827008,0.05722736857257441,0.5156263427769344,0.5156263427769344,0.0,0.1289065856942336,0.5156263427769344,0.5156263427769344,6.058609527628978,0.9023460998596351,0.1289065856942336,0.7734395141654016,1.0312526855538688,0.3867197570827008,2.7070382995789055,1.1601592712481024,0.7734395141654016,0.2578131713884672,0.2578131713884672,2.191411956801971,16.371136383167666,8.121114898736716,17.789108825804234,10.05471368415022,17.66020224011,5.285170013463577,1.933598785413504,10.570340026927154,5.285170013463577,1.5468790283308032,0.2578131713884672,3.480477813744307,0.7734395141654016,0.2578131713884672,0.1289065856942336,0.0,0.3867197570827008,0.05722736857257441,0.0,2.7070382995789055,0.2578131713884672,6.058609527628978,4.125010742215475,0.0,0.0,1.6757856140250367,38.929788879658545,2.8359448852731393,1.8046921997192702,2.9648514709673726,15.339883697613796,3.996104156521241,5.6718897705462785,1.6757856140250367,0.026760149187888525,-0.02010295316394053,0.034287543336961816,-0.0046165636512074245,0.017192126275459053,0.0,0.6445329284711679,6.058609527628978,0.4586499296742961,3.738290985132774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.910223724540952,-0.05623794020200918,130.19543371053314,0.0,0.0,0.0,0.2914964360753208,0.0,0.0,4.382823913603942,5.285170013463577,4.511730499298176,50.6,67.8,83.9,62.1,71.3,49.4,25.3,25.3,1.1,73.6,65.5,66.7,79.3,74.7,35.6,93.1,93.1,43.7,85.1,25.3,50.6,35.6,79.3,95.4,93.1,94.3,70.1,52.9,71.3,93.1,21.8,52.9,67.8,93.1,2.3,60.9,51.7,20.7,48.3,1.1,58.6,49.4,1.1,95.4,18.4,18.4,79.3,1.1,1.1,54.0,67.8,17.2,79.3,98.9,25.3,55.2,88.5,97.7,59.8,64.4,63.2,33.3,63.2,50.0,60.9,93.1,81.6,86.2,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,44.8,20.7,81.6,50.0,50.0,50.0,67.8,50.0,50.0,89.7,60.9,73.6
2025/2026,League Two,108,Swindon Town,3051,Ollie Clarke,1992-06-29,1620.0,675.0,Centre Back,3421,Left Center Back,698.41,90.36812153319684,0.14962872030755575,1.6752337452212884,0.12886413424779142,0.12886413424779142,0.09943890067438896,0.6443206712389571,0.6443206712389571,0.12886413424779142,0.0,0.12886413424779142,0.12886413424779142,4.252516430177117,1.6752337452212884,1.1597772082301228,0.7731848054867485,1.2886413424779142,0.38659240274337425,0.7731848054867485,1.6752337452212884,5.541157772655031,1.1597772082301228,0.38659240274337425,5.154565369911657,8.505032860354234,5.154565369911657,29.252158474248652,17.396658123451843,27.96351713177074,11.984364485044601,1.546369610973497,15.721424378230553,4.381380564424909,1.0309130739823313,0.6443206712389571,2.70614681920362,0.5154565369911657,0.5154565369911657,0.25772826849558284,0.0,0.38659240274337425,0.09943890067438896,0.12886413424779142,5.798886041150614,4.896837101416073,6.314342578141779,1.1597772082301228,0.0,0.0,1.0309130739823313,50.25701235663865,3.6081957589381597,1.546369610973497,1.546369610973497,10.180266605575522,1.8040978794690798,2.963875087699203,0.7731848054867485,0.030375004381380574,0.037510812246388234,-0.011846455892670492,-0.02787696798442176,0.03258763862774016,0.0,0.5154565369911657,11.984364485044601,0.16606826911985798,4.123652295929325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.54601165504503,-0.03203809212250827,63.05419018027542,0.0,0.0,0.0,0.20293410010296542,0.0,0.0,3.2216033561947857,2.8350109534514107,1.546369610973497,95.6,97.5,100.0,88.8,89.4,98.8,93.8,95.6,95.0,0.6,33.8,36.2,100.0,76.2,66.9,94.4,88.8,86.9,40.6,100.0,19.4,1.9,22.5,46.9,84.4,70.0,11.9,10.0,13.8,21.2,43.8,13.1,67.5,33.1,90.6,71.9,98.8,68.1,78.8,0.6,98.1,100.0,95.0,38.1,28.7,81.9,95.6,0.6,0.6,100.0,22.5,76.2,20.0,91.9,75.0,70.6,93.8,96.2,27.5,36.9,65.0,16.9,45.6,50.0,100.0,23.8,95.0,93.8,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,58.8,63.1,86.9,50.0,50.0,50.0,45.6,50.0,50.0,78.8,98.8,93.8
2025/2026,League Two,83,Cheltenham Town,3119,Ryan Broom,1996-09-04,1947.0,880.0,Attacking Midfield,4231,Center Attacking Midfield,425.6,90.07048907424812,0.0241557297462406,0.8458646616541353,0.0,0.0,0.01887071405075188,0.21146616541353383,0.21146616541353383,0.0,0.0,0.0,0.0,0.8458646616541353,1.0573308270676691,0.6343984962406015,0.42293233082706766,0.42293233082706766,0.8458646616541353,1.268796992481203,0.8458646616541353,2.1146616541353382,1.268796992481203,0.6343984962406015,0.6343984962406015,4.863721804511278,0.6343984962406015,20.93515037593985,12.899436090225562,19.031954887218046,4.017857142857143,3.1719924812030076,13.745300751879698,4.652255639097744,0.42293233082706766,0.6343984962406015,3.5949248120300754,0.42293233082706766,0.6343984962406015,0.0,0.0,0.42293233082706766,0.01887071405075188,0.0,1.268796992481203,1.4802631578947367,6.343984962406015,2.7490601503759398,0.0,0.0,0.6343984962406015,34.046052631578945,2.7490601503759398,2.9605263157894735,1.4802631578947367,14.591165413533833,2.9605263157894735,3.5949248120300754,1.4802631578947367,0.1402750715625,0.0813306638486842,-0.011985412394266915,0.025848111603383458,0.04508171640507519,0.0,0.42293233082706766,10.150375939849624,0.11058272904840225,4.2293233082706765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.125,-0.08295581471182448,163.06485591974473,0.0,0.0,0.0,0.2717185971541973,0.0,0.0,2.7490601503759398,3.5949248120300754,3.5949248120300754,25.8,4.7,12.5,0.8,0.8,6.2,2.3,3.1,0.8,0.8,0.8,0.8,2.3,38.3,74.2,28.9,13.3,50.0,52.3,10.2,38.3,56.2,100.0,36.7,72.7,26.6,27.3,22.7,21.1,33.6,21.9,28.1,8.6,8.6,10.2,18.8,39.1,11.7,0.8,0.8,75.0,7.0,0.8,48.4,30.5,16.4,43.0,0.8,0.8,10.9,5.5,15.6,60.2,60.2,28.1,52.3,38.3,89.8,57.0,71.1,49.2,68.0,28.9,50.0,39.8,92.2,39.8,60.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.8,1.6,97.7,50.0,50.0,50.0,18.8,50.0,50.0,33.6,23.4,46.1
2025/2026,League One,109,Wycombe Wanderers,3147,Luke Leahy,1992-11-19,2314.0,962.0,Central Midfield,3412,Right Defensive Midfield,1147.6399999999999,90.47915738384859,0.024515252483357154,0.5489526332299328,0.0,0.0,0.13621472630790143,2.117388728172598,1.3331706807012653,0.313687218988533,0.313687218988533,2.2742323376668643,1.0979052664598656,0.7057962427241993,1.803701509184065,1.803701509184065,0.7842180474713325,1.4115924854483985,0.2352654142413998,1.254748875954132,0.313687218988533,12.155379735805653,4.313199261092329,0.7057962427241993,2.4310759471611307,2.823184970896797,1.803701509184065,58.894775365097075,43.994632463141755,50.34679864765955,16.86068802063365,6.744275208253461,35.28981213620997,8.94008574117319,3.4505594088738634,0.39210902373566625,5.097417308563662,0.07842180474713326,1.4115924854483985,0.39210902373566625,0.0,0.07842180474713326,0.07911053256247605,0.313687218988533,3.8426684326095297,10.743787250357256,10.743787250357256,0.313687218988533,0.2352654142413998,0.057104196490188566,0.313687218988533,90.89087170192744,4.470042870586595,4.783730089575129,1.3331706807012653,14.351190268725386,2.5879195566553976,3.8426684326095297,0.4705308284827996,0.21046137644208984,0.12065263585270643,-0.024490038226273048,0.05051791910355164,0.06378084959569204,0.0,0.1568436094942665,13.95908124498972,0.0157852615802865,6.116900770276394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9566414555087,-0.041316883526312784,63.58664827977356,0.0,0.0,0.0,0.4864657893060362,0.0,0.0,3.8426684326095297,0.627374437977066,0.5489526332299328,95.4,26.5,25.8,0.7,0.7,88.7,98.7,96.7,99.3,97.4,93.4,84.8,31.8,53.0,97.4,51.7,57.6,35.8,47.0,7.9,96.7,86.8,93.4,86.8,43.0,60.3,96.0,90.7,92.7,99.3,93.4,90.1,63.6,93.4,29.1,49.7,23.2,82.1,78.8,0.7,41.1,79.5,100.0,94.0,96.7,66.2,4.6,72.2,87.4,25.2,91.4,58.9,80.8,61.6,33.8,66.9,38.4,21.9,78.8,78.8,45.0,72.2,58.9,50.0,37.7,76.2,37.1,61.6,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,55.6,40.4,25.8,50.0,50.0,50.0,78.8,50.0,50.0,49.7,4.0,6.0
2025/2026,League Two,83,Cheltenham Town,3219,Liam Kinsella,1996-02-23,2275.0,975.0,Central Midfield,4231,Right Defensive Midfield,852.46,90.51451178589024,0.015056111571217418,0.316730403772611,0.0,0.0,0.008449411280294677,0.211153602515074,0.211153602515074,0.0,0.105576801257537,0.211153602515074,0.211153602515074,0.5278840062876851,2.639420031438425,1.7948056213781292,1.0557680125753701,1.4780752176055179,0.0,0.844614410060296,0.316730403772611,2.322689627665814,1.266921615090444,0.316730403772611,2.639420031438425,4.328648851559017,2.533843230180888,23.649203481688286,16.681134598690846,23.332473077915676,7.179222485512517,2.533843230180888,13.936137765994886,6.756915280482368,2.005959223893203,0.7390376088027589,4.011918447786406,0.0,0.211153602515074,0.105576801257537,0.0,0.0,0.008449411280294677,0.0,3.272880838983647,1.689228820120592,9.924219318208479,0.316730403772611,0.105576801257537,0.0,0.0,35.89611242756258,4.856532857846703,2.9561504352110357,1.372498416347981,19.109401027614197,3.272880838983647,5.067686460361776,1.0557680125753701,0.09749761174365953,0.04226821119466016,-0.01552221604532764,0.03840385833939422,0.032347761772751796,0.0,0.0,12.985946554677053,0.0,7.179222485512517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.42995565774347,-0.04624247055819586,79.11670847612339,0.0,0.0,0.0,0.2879161929463374,0.0,0.0,4.539802454074091,0.633460807545222,0.316730403772611,98.0,10.6,5.3,0.7,0.7,6.0,7.3,8.6,0.7,65.6,7.9,9.9,23.8,87.4,96.7,78.1,64.2,0.7,21.2,8.6,12.6,22.5,59.6,91.4,78.1,84.1,9.3,11.3,11.9,34.4,10.6,9.3,31.8,57.0,56.3,23.2,0.7,15.9,33.8,0.7,0.7,7.3,0.7,83.4,9.3,53.6,5.3,45.0,0.7,0.7,3.3,68.2,33.8,63.6,73.5,84.8,71.5,76.8,39.1,44.4,58.3,60.9,19.9,50.0,0.7,68.2,0.7,80.8,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,81.5,26.5,58.9,50.0,50.0,50.0,23.8,50.0,50.0,68.2,4.6,2.0
2025/2026,League Two,885,Tranmere Rovers,3284,Luke McGee,1995-09-02,965.0,400.0,Goalkeeper,343,Goalkeeper,498.88,89.96752834348942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.40586914688903,13.710711994868504,0.0,0.0,0.0,0.0,39.147690827453495,22.911321359846053,26.519403463758817,25.256574727389353,0.0,13.891116100064144,1.8040410519563823,1.623636946760744,0.0,0.18040410519563824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1337395766517,23.272129570237333,0.0,0.0,0.0,0.0,0.0,48.34830019243105,0.0,2.886465683130212,1.2628287363694677,0.0,0.0,0.0,0.0,0.29943028774454783,0.2022714694916613,0.0,0.0,0.05446551439223862,0.042693315767318794,0.0,3.247273893521488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192547730593274,19.888649008226672,0.721616420782553,0.12030106902868032,1.84717254837263,0.12251023505146076,0.8419174731398333,2.164849262347659,0.0,0.0,0.0,3.6,1.8,1.8,50.0,50.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,50.0,50.0,1.8,1.8,1.8,1.8,1.8,94.5,100.0,50.0,1.8,1.8,1.8,85.5,74.5,74.5,90.9,1.8,47.3,83.6,81.8,50.0,70.9,50.0,1.8,1.8,50.0,50.0,1.8,1.8,89.1,87.3,1.8,1.8,1.8,1.8,50.0,81.8,1.8,70.9,100.0,1.8,1.8,1.8,1.8,70.9,83.6,50.0,41.8,16.4,74.5,50.0,7.3,50.0,1.8,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,1.8,27.3,70.9,12.7,74.5,80.0,67.3,23.6,5.5,1.8,1.8,1.8
2025/2026,League Two,63,Shrewsbury Town,3330,Sam Clucas,1990-09-25,2314.0,975.0,Full Back,343,Left Wing Back,1256.88,90.13867667557761,0.050430019047164404,1.28890586213481,0.14321176245942333,0.14321176245942333,0.09306848472407867,1.3605117433645215,0.7160588122971167,0.14321176245942333,0.07160588122971166,2.6494176054993317,1.2172999809050982,1.6469352682833682,2.4345999618101963,0.8592705747565399,1.2172999809050982,2.506205843039908,0.42963528737826995,0.42963528737826995,0.7876646935268282,8.950735153713957,3.6518999427152945,0.21481764368913497,2.1481764368913496,3.0790528928776015,1.7185411495130798,45.684552224556036,31.43498185984342,33.941187702883326,12.889058621348099,4.582776398701546,28.212717204506394,9.308764559862515,2.4345999618101963,1.28890586213481,5.58525873591751,0.21481764368913497,3.2938705365667365,0.8592705747565399,0.0,0.28642352491884665,0.04696466445484055,0.0,3.2938705365667365,7.80504105403857,8.950735153713957,1.4321176245942333,0.7160588122971167,0.04610381976799694,0.8592705747565399,65.87741073133473,3.2938705365667365,5.15562344853924,0.5728470498376933,14.24957036471262,2.0765705556616383,3.2938705365667365,0.5728470498376933,0.40714919338361655,0.2629118125835402,-0.004100635024823373,0.06861541068359747,0.07972261411351918,0.0,0.42963528737826995,11.098911590605308,0.09049773534466295,5.442046973458086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.289287760168033,-0.026189688815408993,62.126417617113134,0.0,0.0,0.0,0.36114027688966266,0.0,0.0,4.081535230093564,2.2197823181210614,1.861752911972503,65.2,70.5,92.4,86.4,86.4,65.9,87.9,56.8,79.5,66.7,97.0,84.1,68.9,83.3,41.7,93.9,94.7,48.5,8.3,46.2,86.4,87.1,42.4,37.1,31.8,48.5,68.9,67.4,59.1,44.7,47.7,81.8,73.5,65.2,53.8,82.6,71.2,87.1,79.5,0.8,73.5,44.7,0.8,53.0,84.8,82.6,52.3,84.1,93.2,85.6,62.1,52.3,87.1,22.0,65.9,47.0,73.5,58.3,93.9,93.2,65.9,84.8,68.9,50.0,80.3,65.9,80.3,87.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,77.3,95.5,31.1,50.0,50.0,50.0,53.8,50.0,50.0,71.2,50.8,50.0
2025/2026,League Two,83,Cheltenham Town,3353,James Wilson,1989-02-26,1701.0,738.0,Centre Back,4231,Right Center Back,823.1,89.96901970598955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10934272870854088,0.0,0.21868545741708176,1.0934272870854087,0.4373709148341635,0.0,0.3280281861256226,0.0,0.4373709148341635,0.3280281861256226,8.419390110557648,2.2961973028793583,1.3121127445024905,5.248450978009962,6.013850078969749,3.7176527760903895,35.099015915441626,21.868545741708175,32.47479042643664,13.667841088567611,1.4214554732110316,20.00971935366298,2.405540031587899,0.6560563722512452,0.10934272870854088,1.6401409306281132,0.0,0.21868545741708176,0.10934272870854088,0.0,0.10934272870854088,0.0,0.0,6.451220993803912,7.216620094763698,3.498967318673308,0.10934272870854088,0.0,0.0,0.0,48.65751427530069,2.9522536751306037,2.1868545741708174,0.3280281861256226,6.341878265095371,1.6401409306281132,0.5467136435427044,0.21868545741708176,0.0371214875835257,0.06024736728708542,0.0,-0.06932472304701738,0.04619880393196452,0.0,0.10934272870854088,14.870611104361558,0.0,2.5148827602964405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.180658486210667,-0.035568890181609025,47.72271035928625,0.0,0.0,0.0,0.22110790002140782,0.0,0.0,1.5307982019195723,0.4373709148341635,0.10934272870854088,3.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,29.4,0.6,4.4,36.2,7.5,0.6,8.8,0.6,8.8,62.5,68.8,29.4,96.9,50.0,37.5,31.9,25.6,22.5,28.7,39.4,40.0,26.9,31.9,13.8,39.4,44.4,0.6,50.6,61.3,0.6,56.9,0.6,0.6,50.6,69.4,15.0,18.1,0.6,0.6,0.6,18.8,52.5,37.5,12.5,14.4,60.6,1.9,28.1,30.0,55.0,80.0,8.8,66.9,50.0,46.9,74.4,0.6,55.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,23.1,41.9,39.4,50.0,50.0,50.0,56.2,50.0,50.0,6.2,35.0,8.8
